,word,vowels_amount,penultimate_word_ending,antepenultimate_word_ending,index
49122,COLLEGE,2,0,0,1
2884,COLLEN,2,0,0,1
49068,COLLER,2,0,0,1
15917,COLLET,2,0,0,1
644,COLLETT,2,0,0,1
39148,COLLEY,2,0,0,1
5876,COLLICK,2,0,0,1
17469,COLLIER,2,0,0,1
38667,COLLIERS,2,0,0,1
1602,COLLIN,2,0,0,1
49913,COLLING,2,0,0,1
11687,COLLINGS,2,0,0,1
17020,COLLOMB,2,0,0,1
20604,COLLOR,2,0,0,1
22659,COLLUM,2,0,0,1
6958,COLOMB,2,0,0,1
47541,COLORS,2,0,0,1
18663,COLOURED,2,0,0,1
32442,COLPITTS,2,0,0,1
43824,COLQUITT,2,0,0,1
40982,COLSTON,2,0,0,1
34698,COLTEC,2,0,0,1
27007,COLTER,2,0,0,1
5797,COLTRANE,2,0,0,1
22383,COLTRIN,2,0,0,1
47000,COLTSFOOT,2,0,0,1
24150,COLUMNED,2,0,0,1
12369,COLVARD,2,0,0,1
35605,COLVERT,2,0,0,1
30649,COLVILLE,2,0,0,1
33063,COMAS,2,0,0,1
27366,COMBER,2,0,0,1
34891,COMBING,2,0,0,1
29127,COMBY,2,0,0,1
4245,COMCAST,2,0,0,1
35583,COMDEN,2,0,0,1
24222,COMEBACK,2,0,0,1
49059,COMER,2,0,0,1
20436,COMERS,2,0,0,1
48427,COMEX,2,0,0,1
33468,COMFED,2,0,0,1
39220,COMFORT,2,0,0,1
28451,COMFORTS,2,0,0,1
1224,COMICS,2,0,0,1
35831,COMING,2,0,0,1
3409,COMINGS,2,0,0,1
37454,COMLEY,2,0,0,1
38323,COMMA,2,0,0,1
40798,COMMACK,2,0,0,1
22609,COMMENT,2,0,0,1
6659,COMMIES,2,0,0,1
14473,COMMINS,2,0,0,1
24407,COMMON,2,0,0,1
16179,COMMONS,2,0,0,1
26167,COMMUNES,2,0,0,1
5263,COMO,2,0,0,1
5496,COMPAQ,2,0,0,1
46185,COMPASS,2,0,0,1
6909,COMPEAN,2,0,0,1
34454,COMPLEX,2,0,0,1
49182,COMPO,2,0,0,1
9723,COMPOST,2,0,0,1
28227,COMPRESS,2,0,0,1
8981,COMPSTON,2,0,0,1
19940,COMPTON,2,0,0,1
38410,COMPUS,2,0,0,1
1108,COMSAT,2,0,0,1
30674,CONAIR,2,0,0,1
22442,CONAL,2,0,0,1
41940,CONAN,2,0,0,1
47063,CONCEPTS,2,0,0,1
25327,CONCHA,2,0,0,1
42456,CONCHOID,2,0,0,1
2927,CONCORD,2,0,0,1
24141,CONCORDE,2,0,0,1
34102,CONCOURSE,2,0,0,1
17637,CONDIE,2,0,0,1
27579,CONDIT,2,0,0,1
3822,CONDO,2,0,0,1
16974,CONDOM,2,0,0,1
44569,CONDORS,2,0,0,1
6234,CONDRAY,2,0,0,1
44040,CONDUCT,2,0,0,1
39925,CONELY,2,0,0,1
17382,CONFINES,2,0,0,1
38611,CONFLICT,2,0,0,1
16418,CONFRERE,2,0,0,1
1734,CONFRERES,2,0,0,1
48258,CONGA,2,0,0,1
33135,CONGER,2,0,0,1
40054,CONGO,2,0,0,1
24653,CONGROVE,2,0,0,1
2874,CONICS,2,0,0,1
9293,CONJURES,2,0,0,1
31105,CONKEY,2,0,0,1
24262,CONKIN,2,0,0,1
13108,CONKLE,2,0,0,1
32071,CONKLIN,2,0,0,1
18950,CONKLING,2,0,0,1
2105,CONKRIGHT,2,0,0,1
40687,CONLAN,2,0,0,1
14907,CONLEY,2,0,0,1
44902,CONLIN,2,0,0,1
22681,CONLON,2,0,0,1
21441,CONLOW,2,0,0,1
19302,CONNAN,2,0,0,1
30464,CONNELL,2,0,0,1
43827,CONNELY,2,0,0,1
18104,CONNER,2,0,0,1
37925,CONNETT,2,0,0,1
12960,CONNICK,2,0,0,1
35055,CONNIE,2,0,0,1
10297,CONNING,2,0,0,1
28087,CONNOLE,2,0,0,1
30029,CONNY,2,0,0,1
7238,CONQUERED,2,0,0,1
18480,CONQUERS,2,0,0,1
3732,CONQUESTS,2,0,0,1
42616,CONRADT,2,0,0,1
26798,CONRAIL,2,0,0,1
15150,CONRATH,2,0,0,1
833,CONREY,2,0,0,1
12701,CONROE,2,0,0,1
41298,CONSCIENCE,2,0,0,1
48745,CONSCRIPTS,2,0,0,1
36732,CONSIS,2,0,0,1
33093,CONSTANCE,2,0,0,1
8869,CONSTANTS,2,0,0,1
23874,CONSTAR,2,0,0,1
36451,CONSUL,2,0,0,1
11670,CONTACTS,2,0,0,1
35466,CONTEL,2,0,0,1
43738,CONTENTS,2,0,0,1
23204,CONTI,2,0,0,1
725,CONTOS,2,0,0,1
997,CONTOUR,2,0,0,1
36867,CONTOURS,2,0,0,1
47988,CONTRACTS,2,0,0,1
12052,CONTRAST,2,0,0,1
37727,CONTRASTS,2,0,0,1
25488,CONVENT,2,0,0,1
33562,CONVENTS,2,0,0,1
5256,CONVERT,2,0,0,1
39110,CONVICT,2,0,0,1
45911,CONVICTS,2,0,0,1
30170,CONVOY,2,0,0,1
24462,CONYERS,2,0,0,1
15538,COOCHIE,2,0,0,1
18335,COOKBOOK,2,0,0,1
42102,COOKIES,2,0,0,1
39325,COOKING,2,0,0,1
20965,COOKSEY,2,0,0,1
18066,COOKSTON,2,0,0,1
28665,COOLANTS,2,0,0,1
19245,COOLERS,2,0,0,1
46711,COOLEST,2,0,0,1
21754,COOLEY,2,0,0,1
28271,COOLIDGE,2,0,0,1
46963,COOLLY,2,0,0,1
44459,COOLMAN,2,0,0,1
21016,COOLNESS,2,0,0,1
16791,COOMER,2,0,0,1
38941,COOPER,2,0,0,1
38545,COOPERS,2,0,0,1
15482,COOPMAN,2,0,0,1
26956,COOSA,2,0,0,1
31501,COOVER,2,0,0,1
17610,COPA,2,0,0,1
21087,COPCO,2,0,0,1
12497,COPEMAN,2,0,0,1
30906,COPIED,2,0,0,1
28406,COPING,2,0,0,1
22055,COPLAND,2,0,0,1
25221,COPLEY,2,0,0,1
15173,COPLIN,2,0,0,1
12237,COPPA,2,0,0,1
47735,COPPAGE,2,0,0,1
46238,COPPIN,2,0,0,1
24277,COPPING,2,0,0,1
16455,COPRA,2,0,0,1
5334,COPTIC,2,0,0,1
27585,COPY,2,0,0,1
24634,CORAL,2,0,0,1
22143,CORALS,2,0,0,1
35847,CORBAN,2,0,0,1
45494,CORBEL,2,0,0,1
31791,CORBELL,2,0,0,1
14385,CORBELLED,2,0,0,1
16051,CORBETT,2,0,0,1
5927,CORBIN,2,0,0,1
13302,CORBIT,2,0,0,1
35980,CORBO,2,0,0,1
45913,CORBRIDGE,2,0,0,1
27468,CORBY,2,0,0,1
18624,CORCAP,2,0,0,1
35230,CORDAY,2,0,0,1
37360,CORDED,2,0,0,1
20016,CORDER,2,0,0,1
33879,CORDIAL,2,0,0,1
21313,CORDIALS,2,0,0,1
22908,CORDILL,2,0,0,1
26130,CORDING,2,0,0,1
9136,CORDIS,2,0,0,1
10020,CORDLE,2,0,0,1
14070,CORDON,2,0,0,1
16851,CORDONE,2,0,0,1
6404,CORDRAY,2,0,0,1
18017,CORDY,2,0,0,1
23543,CORGI,2,0,0,1
47556,CORIELL,2,0,0,1
12116,CORINN,2,0,0,1
13898,CORINTH,2,0,0,1
41187,CORKEN,2,0,0,1
18469,CORKERN,2,0,0,1
16838,CORKING,2,0,0,1
4819,CORKINS,2,0,0,1
27637,CORKUM,2,0,0,1
39978,CORKWOOD,2,0,0,1
29116,CORKY,2,0,0,1
38493,CORLE,2,0,0,1
49916,CORLESS,2,0,0,1
46805,CORLETT,2,0,0,1
12781,CORLISS,2,0,0,1
7611,CORMACK,2,0,0,1
15843,CORMEN,2,0,0,1
35071,CORNA,2,0,0,1
21300,CORNALL,2,0,0,1
714,CORNBLUME,2,0,0,1
6058,CORNCRIB,2,0,0,1
37980,CORNEL,2,0,0,1
26477,CORNER,2,0,0,1
33554,CORNERS,2,0,0,1
26623,CORNETT,2,0,0,1
43129,CORNFELD,2,0,0,1
8403,CORNFIELD,2,0,0,1
45795,CORNHUSKS,2,0,0,1
44113,CORNICK,2,0,0,1
36755,CORNIE,2,0,0,1
44079,CORNING,2,0,0,1
33235,CORNMAN,2,0,0,1
35373,CORNMEAL,2,0,0,1
44183,CORNSTALK,2,0,0,1
32646,CORNSTALKS,2,0,0,1
8703,CORNWALL,2,0,0,1
31126,CORNWELL,2,0,0,1
381,CORPSES,2,0,0,1
13250,CORPUS,2,0,0,1
44027,CORPUZ,2,0,0,1
17672,CORRENE,2,0,0,1
4395,CORRIB,2,0,0,1
20977,CORRICK,2,0,0,1
7846,CORRIN,2,0,0,1
45841,CORROW,2,0,0,1
29984,CORSAIR,2,0,0,1
27342,CORSET,2,0,0,1
45136,CORSI,2,0,0,1
48298,CORTEN,2,0,0,1
25688,CORTI,2,0,0,1
25718,CORTIN,2,0,0,1
46017,CORTLAND,2,0,0,1
6589,CORTNER,2,0,0,1
47233,CORUM,2,0,0,1
23844,CORVA,2,0,0,1
1831,CORVIN,2,0,0,1
38775,CORVUS,2,0,0,1
9914,CORWIN,2,0,0,1
13315,COSCIA,2,0,0,1
14520,COSEY,2,0,0,1
3377,COSGROVE,2,0,0,1
30314,COSIC,2,0,0,1
15807,COSMA,2,0,0,1
45922,COSMAN,2,0,0,1
6339,COSMIC,2,0,0,1
22916,COSNER,2,0,0,1
44976,COSSA,2,0,0,1
18533,COSSACK,2,0,0,1
33254,COSSACKS,2,0,0,1
4370,COSSAT,2,0,0,1
47412,COSSET,2,0,0,1
28290,COSTA,2,0,0,1
45957,COSTAS,2,0,0,1
2937,COSTED,2,0,0,1
9169,COSTLOW,2,0,0,1
45384,COSTLY,2,0,0,1
41333,COSTRA,2,0,0,1
2564,COSY,2,0,0,1
18042,COTA,2,0,0,1
4988,COTHAM,2,0,0,1
38372,COTNEY,2,0,0,1
30553,COTO,2,0,0,1
13601,COTTAGE,2,0,0,1
20098,COTTAM,2,0,0,1
12088,COTTER,2,0,0,1
5739,COTTON,2,0,0,1
18620,COTTONED,2,0,0,1
27212,COTTONS,2,0,0,1
11165,COTTY,2,0,0,1
2710,COUCHES,2,0,0,1
29501,COUCHING,2,0,0,1
35597,COUDERT,2,0,0,1
31624,COUGHING,2,0,0,1
40319,COUGHRAN,2,0,0,1
16440,COULSTON,2,0,0,1
43511,COULTER,2,0,0,1
42965,COUNCIL,2,0,0,1
11767,COUNCILS,2,0,0,1
42417,COUNSELED,2,0,0,1
20029,COUNSELL,2,0,0,1
5130,COUNTED,2,0,0,1
33995,COUNTERED,2,0,0,1
42042,COUNTERS,2,0,0,1
34603,COUNTESS,2,0,0,1
7849,COUNTIES,2,0,0,1
14130,COUNTLESS,2,0,0,1
5960,COUNTRIES,2,0,0,1
15970,COUNTY,2,0,0,1
25045,COUPER,2,0,0,1
41279,COUPLAND,2,0,0,1
17272,COUPLER,2,0,0,1
40458,COUPLES,2,0,0,1
34108,COUPLINGS,2,0,0,1
48748,COUPON,2,0,0,1
40673,COUPONS,2,0,0,1
24832,COURIC,2,0,0,1
19365,COURSEN,2,0,0,1
35326,COURSEY,2,0,0,1
45190,COURSING,2,0,0,1
14733,COURTADE,2,0,0,1
26883,COURTEAU,2,0,0,1
39343,COURTER,2,0,0,1
14398,COURTING,2,0,0,1
29601,COURTIS,2,0,0,1
25627,COURTOIS,2,0,0,1
15578,COURTROOM,2,0,0,1
10184,COURTWRIGHT,2,0,0,1
31722,COURTYARDS,2,0,0,1
39131,COURY,2,0,0,1
19816,COUSER,2,0,0,1
83,COUSIN,2,0,0,1
26568,COUTO,2,0,0,1
6316,COUZENS,2,0,0,1
42500,COVALT,2,0,0,1
6568,COVAS,2,0,0,1
12382,COVEL,2,0,0,1
25228,COVEN,2,0,0,1
38228,COVER,2,0,0,1
49048,COVERED,2,0,0,1
33997,COVERS,2,0,0,1
33971,COVETS,2,0,0,1
3856,COVEY,2,0,0,1
12126,COVILL,2,0,0,1
22049,COVIN,2,0,0,1
5175,COVITZ,2,0,0,1
14264,COVY,2,0,0,1
1159,COWBELL,2,0,0,1
16393,COWBELLS,2,0,0,1
463,COWBOY,2,0,0,1
12972,COWBOYS,2,0,0,1
38977,COWDEN,2,0,0,1
34155,COWELL,2,0,0,1
8669,COWEN,2,0,0,1
1196,COWGER,2,0,0,1
26294,COWGIRL,2,0,0,1
24594,COWHER,2,0,0,1
2941,COWIE,2,0,0,1
6997,COWING,2,0,0,1
47181,COWLES,2,0,0,1
26816,COWLICKS,2,0,0,1
26968,COWLINGS,2,0,0,1
17864,COWMAN,2,0,0,1
28797,COWSER,2,0,0,1
30855,COWSERT,2,0,0,1
9228,COWSLIP,2,0,0,1
2678,COXON,2,0,0,1
33565,COYER,2,0,0,1
8752,COYLY,2,0,0,1
45907,COZART,2,0,0,1
16628,COZMAN,2,0,0,1
22018,COZY,2,0,0,1
25908,COZZA,2,0,0,1
37010,COZZENS,2,0,0,1
26273,CRABILL,2,0,0,1
46469,CRABLE,2,0,0,1
38037,CRABMEAT,2,0,0,1
40666,CRACKDOWNS,2,0,0,1
2353,CRACKEL,2,0,0,1
21166,CRACKER,2,0,0,1
1131,CRACKERS,2,0,0,1
1136,CRACKHEADS,2,0,0,1
48988,CRACKPOT,2,0,0,1
29188,CRACKPOTS,2,0,0,1
25393,CRADIC,2,0,0,1
32310,CRADLE,2,0,0,1
22488,CRADOCK,2,0,0,1
9868,CRADY,2,0,0,1
11411,CRAFTED,2,0,0,1
8726,CRAFTING,2,0,0,1
11918,CRAFTSMEN,2,0,0,1
38251,CRAFTY,2,0,0,1
49781,CRAGGY,2,0,0,1
42911,CRAGHEAD,2,0,0,1
10145,CRAGIN,2,0,0,1
46035,CRAGO,2,0,0,1
836,CRAIGHEAD,2,0,0,1
34826,CRAMBLIT,2,0,0,1
7733,CRAMMING,2,0,0,1
45724,CRAMPING,2,0,0,1
19140,CRAMPTON,2,0,0,1
11683,CRAMTON,2,0,0,1
42920,CRANDALL,2,0,0,1
16402,CRANDELL,2,0,0,1
42084,CRANER,2,0,0,1
13558,CRANESBILL,2,0,0,1
18867,CRANEY,2,0,0,1
33626,CRANFILL,2,0,0,1
44654,CRANFORD,2,0,0,1
3275,CRANKING,2,0,0,1
23025,CRANKSHAFT,2,0,0,1
30136,CRANLEY,2,0,0,1
9170,CRANNELL,2,0,0,1
7512,CRANOR,2,0,0,1
36778,CRAPSER,2,0,0,1
5123,CRAPSHOOT,2,0,0,1
9732,CRASHES,2,0,0,1
3924,CRASNER,2,0,0,1
19267,CRATER,2,0,0,1
25639,CRATERS,2,0,0,1
21247,CRATIA,2,0,0,1
22560,CRATING,2,0,0,1
31025,CRATON,2,0,0,1
37900,CRAVEN,2,0,0,1
32113,CRAVEY,2,0,0,1
19252,CRAVING,2,0,0,1
32487,CRAWFISH,2,0,0,1
46084,CRAWLING,2,0,0,1
6593,CRAWMER,2,0,0,1
24360,CRAYON,2,0,0,1
8190,CRAYONS,2,0,0,1
34626,CRAYTON,2,0,0,1
13775,CRAZIES,2,0,0,1
48356,CRAZY,2,0,0,1
35789,CREASES,2,0,0,1
29388,CREASEY,2,0,0,1
29187,CREASMAN,2,0,0,1
2015,CREASY,2,0,0,1
31160,CREATURE,2,0,0,1
7022,CRECHES,2,0,0,1
12539,CREDIT,2,0,0,1
24952,CREDLE,2,0,0,1
36310,CREDO,2,0,0,1
1949,CREECY,2,0,0,1
42326,CREEKMORE,2,0,0,1
9085,CREELY,2,0,0,1
31172,CREEPY,2,0,0,1
43124,CREGAN,2,0,0,1
16359,CREGER,2,0,0,1
22223,CREGGER,2,0,0,1
34834,CREGO,2,0,0,1
25299,CREKO,2,0,0,1
11378,CREMATE,2,0,0,1
12144,CREMEANS,2,0,0,1
10563,CREMIN,2,0,0,1
12023,CRENSHAW,2,0,0,1
10964,CRESCENTS,2,0,0,1
16441,CRESCOTT,2,0,0,1
5194,CRESON,2,0,0,1
16644,CRESPIN,2,0,0,1
14516,CRESSES,2,0,0,1
34058,CRESSLER,2,0,0,1
28232,CRESSMAN,2,0,0,1
15090,CRESSON,2,0,0,1
4087,CRESTAR,2,0,0,1
33976,CRESTED,2,0,0,1
30714,CRESTMONT,2,0,0,1
12642,CRETCHEN,2,0,0,1
46175,CRETIN,2,0,0,1
30437,CREVICE,2,0,0,1
31294,CREWEL,2,0,0,1
45861,CREWMAN,2,0,0,1
22710,CREWMEN,2,0,0,1
17681,CRIBBAGE,2,0,0,1
11761,CRIBBING,2,0,0,1
5878,CRICHTON,2,0,0,1
49563,CRICKETS,2,0,0,1
61,CRIDER,2,0,0,1
13442,CRIGLER,2,0,0,1
10392,CRIHFIELD,2,0,0,1
41827,CRILLEY,2,0,0,1
18661,CRIMI,2,0,0,1
5779,CRIMMINS,2,0,0,1
29714,CRINER,2,0,0,1
34039,CRINGES,2,0,0,1
24765,CRIPPLED,2,0,0,1
11503,CRIPPLES,2,0,0,1
17095,CRISCO,2,0,0,1
10907,CRISHMAN,2,0,0,1
8706,CRISIS,2,0,0,1
1921,CRISLIP,2,0,0,1
38366,CRISMAN,2,0,0,1
19410,CRISMON,2,0,0,1
41113,CRISPEN,2,0,0,1
17655,CRISPLY,2,0,0,1
49643,CRISPNESS,2,0,0,1
4027,CRISPY,2,0,0,1
33065,CRISSCROSS,2,0,0,1
48554,CRISSCROSSED,2,0,0,1
49232,CRISSEY,2,0,0,1
9560,CRISSLOW,2,0,0,1
6106,CRISSMAN,2,0,0,1
16968,CRISTA,2,0,0,1
9129,CRISTO,2,0,0,1
32193,CRITCHER,2,0,0,1
38796,CRITSER,2,0,0,1
2185,CRIVEN,2,0,0,1
45014,CROAKER,2,0,0,1
10742,CROATS,2,0,0,1
32571,CROCE,2,0,0,1
42278,CROCKER,2,0,0,1
37457,CROCKETT,2,0,0,1
18872,CROCKFORD,2,0,0,1
9505,CROCUS,2,0,0,1
37364,CROFFORD,2,0,0,1
2247,CROFTON,2,0,0,1
14716,CROGHAN,2,0,0,1
37604,CROKER,2,0,0,1
4525,CROLEY,2,0,0,1
16184,CROMBIE,2,0,0,1
36639,CROMER,2,0,0,1
6604,CROMLEY,2,0,0,1
33715,CROMPTON,2,0,0,1
16248,CROMWELL,2,0,0,1
36489,CRONAN,2,0,0,1
7585,CRONIN,2,0,0,1
46468,CRONKHITE,2,0,0,1
28400,CRONKRIGHT,2,0,0,1
35155,CRONQUIST,2,0,0,1
29764,CROOKLYN,2,0,0,1
31840,CROOKSHANKS,2,0,0,1
43335,CROOKSTON,2,0,0,1
1902,CROPLEY,2,0,0,1
33007,CROPPER,2,0,0,1
5159,CROSBEY,2,0,0,1
44930,CROSBY,2,0,0,1
12035,CROSKEY,2,0,0,1
29421,CROSLIN,2,0,0,1
47733,CROSON,2,0,0,1
39866,CROSSAN,2,0,0,1
38036,CROSSBILL,2,0,0,1
30715,CROSSBILLS,2,0,0,1
24800,CROSSBONES,2,0,0,1
41366,CROSSBOW,2,0,0,1
45797,CROSSEN,2,0,0,1
34742,CROSSER,2,0,0,1
17567,CROSSFIRE,2,0,0,1
43197,CROSSIN,2,0,0,1
37214,CROSSINGS,2,0,0,1
45977,CROSSLIN,2,0,0,1
13559,CROSSNINE,2,0,0,1
34013,CROSSON,2,0,0,1
46402,CROSSROAD,2,0,0,1
30392,CROSSVILLE,2,0,0,1
5268,CROSWELL,2,0,0,1
30352,CROTTY,2,0,0,1
16101,CROVL,2,0,0,1
27258,CROVLS,2,0,0,1
28165,CROWDED,2,0,0,1
26469,CROWDEN,2,0,0,1
6080,CROWDER,2,0,0,1
16334,CROWELL,2,0,0,1
37576,CROWING,2,0,0,1
4590,CROWSON,2,0,0,1
17376,CROXTON,2,0,0,1
42829,CRUCIAL,2,0,0,1
47395,CRUDDY,2,0,0,1
20853,CRUDELY,2,0,0,1
10417,CRUDUP,2,0,0,1
38192,CRUELEST,2,0,0,1
40256,CRUELTIES,2,0,0,1
33960,CRUELTY,2,0,0,1
1547,CRUEY,2,0,0,1
13577,CRUISER,2,0,0,1
7118,CRUISING,2,0,0,1
35335,CRUMBAUGH,2,0,0,1
13661,CRUMBLE,2,0,0,1
6496,CRUMBLED,2,0,0,1
4216,CRUMBLES,2,0,0,1
28913,CRUMBLEY,2,0,0,1
28283,CRUMMETT,2,0,0,1
8511,CRUMMY,2,0,0,1
16435,CRUMPLE,2,0,0,1
43271,CRUMRINE,2,0,0,1
18140,CRUNCHERS,2,0,0,1
33226,CRUNCHY,2,0,0,1
9615,CRUPI,2,0,0,1
47788,CRUSAN,2,0,0,1
9915,CRUSER,2,0,0,1
17797,CRUSHER,2,0,0,1
33345,CRUSHES,2,0,0,1
11946,CRUSHING,2,0,0,1
2056,CRUSOE,2,0,0,1
40012,CRUSTAL,2,0,0,1
49637,CRUTCHER,2,0,0,1
9093,CRUTCHES,2,0,0,1
49598,CRUTCHLEY,2,0,0,1
11228,CRUTHIRDS,2,0,0,1
10655,CRUZAN,2,0,0,1
32088,CRYAN,2,0,0,1
45354,CRYER,2,0,0,1
27311,CRYING,2,0,0,1
32391,CRYPTIC,2,0,0,1
13416,CRYSTAL,2,0,0,1
40516,CRYSTALS,2,0,0,1
48149,CRYSTER,2,0,0,1
32747,CRYTZER,2,0,0,1
11261,CUBA,2,0,0,1
43063,CUBBAGE,2,0,0,1
30570,CUBIST,2,0,0,1
11466,CUCCI,2,0,0,1
44176,CUCCIA,2,0,0,1
43520,CUCKOO,2,0,0,1
44230,CUCKOOS,2,0,0,1
21254,CUCO,2,0,0,1
19189,CUDMORE,2,0,0,1
15321,CUDNEY,2,0,0,1
2915,CUELLAR,2,0,0,1
33722,CUENCA,2,0,0,1
34062,CUERO,2,0,0,1
27226,CUETO,2,0,0,1
34988,CUHNEY,2,0,0,1
25948,CULBERT,2,0,0,1
28319,CULEX,2,0,0,1
34129,CULLAN,2,0,0,1
8083,CULLER,2,0,0,1
25751,CULLET,2,0,0,1
25341,CULLINS,2,0,0,1
4257,CULLMAN,2,0,0,1
31820,CULLOP,2,0,0,1
34093,CULLY,2,0,0,1
25585,CULTIC,2,0,0,1
30027,CULTIST,2,0,0,1
31586,CULTURE,2,0,0,1
25086,CULVER,2,0,0,1
1723,CULWELL,2,0,0,1
47672,CUMBO,2,0,0,1
29022,CUMBY,2,0,0,1
22566,CUMIN,2,0,0,1
39811,CUMINGS,2,0,0,1
9031,CUMMINS,2,0,0,1
13912,CUMMOCK,2,0,0,1
3982,CUMPSTON,2,0,0,1
16250,CUMPTON,2,0,0,1
46424,CUNDALL,2,0,0,1
12674,CUNHA,2,0,0,1
10277,CUNNING,2,0,0,1
3497,CUOCO,2,0,0,1
30718,CUPBOARD,2,0,0,1
37480,CUPBOARDS,2,0,0,1
23530,CUPCAKES,2,0,0,1
14748,CUPIT,2,0,0,1
2063,CUPO,2,0,0,1
27622,CUPPETT,2,0,0,1
1641,CUPPLES,2,0,0,1
31456,CURBING,2,0,0,1
35445,CURBSTONE,2,0,0,1
1435,CURBY,2,0,0,1
35840,CURCI,2,0,0,1
4878,CURFEWS,2,0,0,1
21878,CURFMAN,2,0,0,1
19699,CURING,2,0,0,1
13246,CURLEY,2,0,0,1
24781,CURLIN,2,0,0,1
22007,CURNOW,2,0,0,1
24792,CURNUTT,2,0,0,1
10284,CURRAGH,2,0,0,1
7301,CURRAN,2,0,0,1
3622,CURRENS,2,0,0,1
38861,CURRENTS,2,0,0,1
21043,CURREY,2,0,0,1
22396,CURRIE,2,0,0,1
9272,CURRIES,2,0,0,1
15674,CURRIN,2,0,0,1
28505,CURRO,2,0,0,1
41894,CURRYS,2,0,0,1
1424,CURSES,2,0,0,1
466,CURSING,2,0,0,1
19377,CURSOR,2,0,0,1
38281,CURTAIN,2,0,0,1
10455,CURTAINS,2,0,0,1
42874,CURTI,2,0,0,1
11089,CURTICE,2,0,0,1
30662,CURTIN,2,0,0,1
11366,CURTISS,2,0,0,1
28234,CURTLY,2,0,0,1
21462,CURTSY,2,0,0,1
12483,CUSACK,2,0,0,1
2773,CUSHEY,2,0,0,1
38630,CUSHING,2,0,0,1
47169,CUSHION,2,0,0,1
29196,CUSHIONED,2,0,0,1
39246,CUSHIONS,2,0,0,1
48260,CUSHMAN,2,0,0,1
35046,CUSIC,2,0,0,1
23089,CUSTER,2,0,0,1
40365,CUSTIS,2,0,0,1
49586,CUSTOM,2,0,0,1
24728,CUSTOMS,2,0,0,1
48759,CUTBACK,2,0,0,1
46918,CUTBACKS,2,0,0,1
38992,CUTBIRTH,2,0,0,1
3791,CUTCHALL,2,0,0,1
20445,CUTCHIN,2,0,0,1
24538,CUTCHINS,2,0,0,1
38942,CUTER,2,0,0,1
23097,CUTEST,2,0,0,1
49785,CUTESY,2,0,0,1
41863,CUTHRELL,2,0,0,1
40186,CUTLIP,2,0,0,1
41548,CUTOFF,2,0,0,1
3639,CUTOFFS,2,0,0,1
28799,CUTOUTS,2,0,0,1
25043,CUTRALE,2,0,0,1
44599,CUTRER,2,0,0,1
47635,CUTSFORTH,2,0,0,1
39023,CUTSHALL,2,0,0,1
31494,CUTTERS,2,0,0,1
30795,CUTTING,2,0,0,1
1237,CUTTY,2,0,0,1
25856,CUTWORM,2,0,0,1
19901,CUTWORMS,2,0,0,1
32866,CWIKLA,2,0,0,1
20766,CWYNAR,2,0,0,1
48254,CYBER,2,0,0,1
5557,CYCADS,2,0,0,1
13999,CYCARE,2,0,0,1
33277,CYCLED,2,0,0,1
15374,CYCLOPS,2,0,0,1
14715,CYERT,2,0,0,1
21507,CYMBAL,2,0,0,1
2192,CYMBALS,2,0,0,1
42650,CYMROT,2,0,0,1
39678,CYNDI,2,0,0,1
25482,CYNIC,2,0,0,1
14464,CYNRIC,2,0,0,1
908,CYNTHIE,2,0,0,1
45440,CYPERT,2,0,0,1
2121,CYPRESS,2,0,0,1
18717,CYPRIS,2,0,0,1
44084,CYRAN,2,0,0,1
26659,CYRIL,2,0,0,1
38892,CYRUS,2,0,0,1
17640,CYSTIC,2,0,0,1
26557,CZAJA,2,0,0,1
2842,CZAJKA,2,0,0,1
48527,CZAPLA,2,0,0,1
41650,CZARNY,2,0,0,1
22601,CZEPIEL,2,0,0,1
12220,DABAH,2,0,0,1
23606,DABCHICK,2,0,0,1
42391,DABNEY,2,0,0,1
40444,DACEY,2,0,0,1
11414,DACHA,2,0,0,1
38618,DACHAU,2,0,0,1
20669,DACHSHUND,2,0,0,1
145,DACRON,2,0,0,1
31269,DADDIES,2,0,0,1
21830,DADFAR,2,0,0,1
5474,DAEMON,2,0,0,1
49349,DAEWOO,2,0,0,1
30621,DAFFERN,2,0,0,1
26537,DAFFIN,2,0,0,1
31545,DAFFY,2,0,0,1
24289,DAFOE,2,0,0,1
8170,DAGAN,2,0,0,1
12862,DAGER,2,0,0,1
16736,DAGGER,2,0,0,1
15333,DAGGERS,2,0,0,1
39938,DAGGETT,2,0,0,1
8727,DAGGY,2,0,0,1
41401,DAGLE,2,0,0,1
34329,DAGLEY,2,0,0,1
46285,DAGMAR,2,0,0,1
46820,DAHLBERG,2,0,0,1
7097,DAHLE,2,0,0,1
20974,DAHLEM,2,0,0,1
3704,DAHLEN,2,0,0,1
47017,DAHLIN,2,0,0,1
35458,DAHMEN,2,0,0,1
16317,DAHMER,2,0,0,1
6714,DAIDONE,2,0,0,1
8433,DAIGLER,2,0,0,1
20178,DAILEY,2,0,0,1
20927,DAILIES,2,0,0,1
4348,DAIMONES,2,0,0,1
31311,DAINI,2,0,0,1
29412,DAINTY,2,0,0,1
617,DAISEY,2,0,0,1
12173,DAISIES,2,0,0,1
46734,DAISY,2,0,0,1
2791,DAIWA,2,0,0,1
32087,DAJUN,2,0,0,1
49035,DAKIN,2,0,0,1
20636,DALAI,2,0,0,1
40361,DALBEC,2,0,0,1
